# THE REACTION CORPUS.  One table, one id space, one API method: `mol.react(*others, reaction=...)`.
#
# A row is a row -- some name two groups, some name one, and which is true is `len(groups)`.  THE
# OXIDATION/REDUCTION/INTERCONVERSION TAXONOMY IS NOT A COLUMN: nothing computes it or checks it, and making
# it one would mean inventing a class for each of the multi-component rows.  It is the section
# comments below and nothing else, which cost nothing and claim nothing.
#
# `groups` NAMES ROWS OF functional.tsv, comma separated, IN SLOT ORDER, and the slot decides the map
# numbers the `product` column talks about: slot 0 keeps the group's own numbers, slot 1 has 100 added to
# each, slot 2 has 200.  So `[A:1]-[A:101]` bonds the first group's atom 1 to the second group's atom 1.
# `chython.reactions.compose_smirks(groups, product)` prints the SMIRKS a row composes to, which is the
# thing to read when a row does not fire.
#
# THE SLOT ORDER IS NOT THE CALLER'S ARGUMENT ORDER, and nothing reorders the caller's molecules to make it
# one.  `react()` hands every input to the matcher at once and the reactant side finds its components
# wherever they are, so a row states the chemical roles once and `acid.react(amine)` and `amine.react(acid)`
# are the same question.
#
# `ring_sizes` IS `<atom>:<sizes>` AND IT IS WHAT MAKES A ROW INTRAMOLECULAR.  A multi-slot row always
# composes an intermolecular template, whose components are demanded to be in DIFFERENT molecule
# components; filling `ring_sizes` composes a SECOND template demanding them in ONE, with the sizes as a
# product-side `r` on the atom named.  `1:5,6,7` reads "the ring through product atom :1 is 5-, 6- or
# 7-membered", and the atom must be one that lies on the new ring -- pick the wrong one and the row composes
# fine and never fires.  The two templates are mutually exclusive, so a substrate never yields the same
# product twice.  A ONE-SLOT ROW MAY NOT FILL IT: there is no intermolecular reading to distinguish such a
# row from, so the constraint goes in `product` by hand and the loader refuses the column outright.  LEAVE
# `ring_sizes` EMPTY UNLESS THE RING SIZE IS KNOWN -- an empty cell says "the intramolecular case of this
# row is not in the corpus yet", which is honest, while a guessed range invents chemistry.
#
# `product` is the product side of a SMIRKS: explicit-only, so an unstated charge, isotope or radical is the
# DEFAULT and not the matched atom's value.  `[A:N]` inherits the element of the atom it pairs with.  Every
# reactant atom whose number is absent here is DELETED, along with whatever hung only off it -- which is how
# a leaving group and its whole fragment go without being named.
#
# A CONFIGURATION AT THE REACTION CENTRE IS STATED IN `product` OR IT IS LOST.  A patch drops what it
# rewrites, so a product side silent about its own centre yields an unconfigured atom -- right for the row
# that racemizes, wrong for the row that inverts.  An atom the row merely mentions keeps what it had, so the
# carbinol of an esterified secondary alcohol needs no token.  Three tokens carry the whole table:
#
#   `@~`    inverted -- the SN2 rows, at the carbon the nucleophile displaces:       `[A@~:1]`
#   `@=`    kept     -- the alkenyl couplings, at the terminal that held the metal:  `[A@=:101]`
#   `&<n>`  racemic  -- a centre a radical, a carbanion or a hydride makes or unmakes: `[A;&1:101]`
#
# A ROW STATES A CONFIGURATION WHEN ITS OWN PROBE'S PRODUCT HOLDS ONE, which is what makes sibling rows
# differ: `21 appel` inverts a secondary alcohol and `20` has no centre to invert.  TWO FAMILIES ARE SILENT
# BECAUSE THEIR GROUPS MAP THE REACTING ATOMS ALONE.  A drawn sign is relative to the order of its centre's
# directions and so has to name three of them: `39 dihydroxylation` cannot state syn addition, the third
# direction being a substituent `alkene` does not number, while `38` marks the one centre a terminal alkene
# makes.  A geometry needs a mapped substituent on EACH terminal, which is why `53 alkyne_to_alkene`,
# `279`/`280` (HWE), `282`/`283` (Wittig) and `284` (Knoevenagel) state none: `aldehyde` and `ketone` map the
# carbonyl and nothing else.
#
# `probe` IS THE ROW'S OWN ACCEPTANCE TEST, `<reactants>>><product>`, and it is not optional.  A row that
# composes cleanly and never fires is invisible -- an absent reaction and an unmatchable one are the same
# empty result -- so `test/test_probes.py` fires every row on its own probe and demands the product back.
# EACH SIDE IS ONE RECORD: the reactant side finds its components wherever they are, so `CCBr.Oc1ccccc1`
# exercises the intermolecular template and a connected reactant side exercises the intramolecular one.
# The probe also refuses an unknown hydrogen count, which is what an all-`:` product side leaves behind.
#
# `name` is the CHEMICAL name and is shared by every row that spells a variant of the same reaction; it is
# what `reaction=` selects on, so the five amidation rows are one selectable reaction.
#
# PREFER ONE ROW WITH A `,` LIST TO SEVERAL ROWS THAT DIFFER BY AN ELEMENT: `aryl_halide` is `[Cl,Br,I;D1]`
# in one group and one row.  The bound on the merge is CHEMICAL, not notational -- F is left out because it
# does SNAr rather than couple, and `aryl_bromide_iodide` exists beside `aryl_halide` because a Sonogashira on
# an aryl chloride is not a claim this table makes.  Merging two rows a chemist would distinguish is a wrong
# row, not a tidy one.
#
# THE ROWS ABOVE THE APPENDED SECTION ARE A SEED, a spread across the reaction classes; the rows below it
# are grown from measured frequency of use.  Neither is the whole of chemistry and the table says so by
# being a table.
#
# ================================================================================================
# MULTI-COMPONENT.  Two groups, in two molecules or in one -- see `ring_sizes`.
# ================================================================================================
id	name	groups	product	ring_sizes	probe	description
23	appel_chloride	secondary_alcohol	[Cl;D1]-[A@~:2]		C[C@H](O)CC>>C(C)[C@H](Cl)C	R2CHOH -> R2CHCl
24	borylation	aryl_bromide	[A:1]-[B](-[O;D1])-[O;D1]		c1c(Br)cccc1>>B(O)(c1ccccc1)O	ArBr -> ArB(OH)2 (Miyaura)
25	borylation	aryl_iodide	[A:1]-[B](-[O;D1])-[O;D1]		c1c(I)cccc1>>B(O)(c1ccccc1)O	ArI -> ArB(OH)2
26	borylation	aryl_chloride	[A:1]-[B](-[O;D1])-[O;D1]		c1c(Cl)cccc1>>B(O)(c1ccccc1)O	ArCl -> ArB(OH)2
27	nitrile_hydrolysis	nitrile	[A:1]-[A:2]=[O]		C(CC)#N>>C(CC)(N)=O	RCN -> RCONH2, stopping at the amide
28	nitration	arene_ch	[A:1]-[N;+](=[O])[O;-]		c1ccccc1>>c1c([N+]([O-])=O)cccc1	ArH -> ArNO2
29	bromination	arene_ch	[A:1]-[Br;D1]		c1ccccc1>>c1c(Br)cccc1	ArH -> ArBr
30	chlorination	arene_ch	[A:1]-[Cl;D1]		c1ccccc1>>c1c(Cl)cccc1	ArH -> ArCl
31	iodination	arene_ch	[A:1]-[I;D1]		c1ccccc1>>c1c(I)cccc1	ArH -> ArI
32	benzylic_bromination	benzylic_ch	[A:1](-[Br;D1])-[A:2]		c1cc(CC)ccc1>>C(C)(c1ccccc1)Br	ArCH2R -> ArCHBrR (NBS)
33	epoxide_opening	epoxide	[A;D1:1]-[A:2]-[A@~:3]-[O;D1]		C[C@H]1O[C@@H]1C>>[C@H](C)(O)[C@@H](O)C	oxirane -> 1,2-diol; the ring O-C bond the product omits is deleted
34	acid_chlorination	carboxylic_acid	[A:1](=[A:2])-[Cl;D1]		C(C)(=O)O>>C(C)(=O)Cl	RCOOH -> RCOCl (SOCl2, oxalyl chloride)
#
# ================================================================================================
# OXIDATIONS.
# ================================================================================================
35	alcohol_to_aldehyde	primary_alcohol	[A:1]=[A:2]		C(C)O>>C(C)=O	RCH2OH -> RCHO (Swern, Dess-Martin, PCC)
36	alcohol_to_ketone	secondary_alcohol	[A:1]=[A:2]		C(C)(O)C>>C(C)(=O)C	R2CHOH -> R2C=O
37	aldehyde_to_acid	aldehyde	[A:1]=[A:2]-[O;D1]		C(CC)=O>>C(CC)(=O)O	RCHO -> RCOOH (Pinnick, Jones, KMnO4)
38	dihydroxylation	terminal_alkene	[A:1](-[O;D1])-[A;&1:2]-[O;D1]		C(CC)=C>>[C@@H](CC)(O)CO |&1:0|	C=C -> 1,2-diol (OsO4, KMnO4)
39	dihydroxylation	alkene	[A:1](-[O;D1])-[A:2]-[O;D1]		C(C)=CC>>CC(C(C)O)O	C=C -> 1,2-diol
40	thioether_to_sulfoxide	thioether	[A;&1:1](=[O])(-[A:2])-[A:3]		CSCC>>C(C)[S@](C)=O |&1:2|	RSR' -> RS(=O)R' (mCPBA, H2O2, NaIO4)
41	thioether_to_sulfone	thioether	[A:1](=[O])(=[O])(-[A:2])-[A:3]		CSC>>CS(=O)(C)=O	RSR' -> RSO2R' (excess mCPBA, Oxone)
42	sulfoxide_to_sulfone	sulfoxide	[A:1](=[A:2])(=[O])(-[A:3])-[A:4]		CS(=O)C>>CS(=O)(C)=O	RS(=O)R' -> RSO2R'
43	nitrogen_oxidation	tertiary_amine	[A;+;&1:1](-[O;-;D1])(-[A:2])(-[A:3])-[A:4]		CCN(C)CCC>>C(C[N@+](CC)([O-])C)C |&1:2|	R3N -> R3N+-O- (mCPBA, H2O2).  The three substituents are restated because `tertiary_amine` numbers them: a product side deletes by absence, so a product naming only :1 would return [NH3+][O-]
44	nitrogen_oxidation	pyridine_n	[A;+:1]-[O;-;D1]		c1ccccn1>>c1[n+](cccc1)[O-]	pyridine -> pyridine N-oxide
#
# ================================================================================================
# REDUCTIONS.
# ================================================================================================
45	aldehyde_to_alcohol	aldehyde	[A:1]-[A:2]		C(CC)=O>>C(O)CC	RCHO -> RCH2OH (NaBH4, LiAlH4)
46	ketone_to_alcohol	ketone	[A:1]-[A;&1:2]		C(C)(=O)CC>>C(C)[C@H](O)C |&1:2|	R2C=O -> R2CHOH
47	acid_to_alcohol	carboxylic_acid	[A:1]-[A:2]		C(C)(=O)O>>C(C)O	RCOOH -> RCH2OH (LiAlH4); the hydroxyl goes
48	ester_to_alcohol	ester	[A:1]-[A:2]		O=C(C)OC>>C(C)O	RCOOR' -> RCH2OH (LiAlH4); the alkoxy fragment goes with it
49	amide_to_amine	primary_amide	[A:1]-[A:2]		C(N)=O>>CN	RCONH2 -> RCH2NH2 (LiAlH4, BH3)
50	amide_to_amine	secondary_amide	[A:1]-[A:2]		C(NC)=O>>CNC	RCONHR' -> RCH2NHR'
51	nitrile_to_amine	nitrile	[A:1]-[A:2]		C(CC)#N>>C(N)CC	RCN -> RCH2NH2 (LiAlH4, H2/cat)
52	nitro_to_amine	nitro	[A:1]		C(C)[N+]([O-])=O>>C(C)N	ArNO2 -> ArNH2 (H2/Pd, SnCl2, Fe/HCl); both oxygens go
53	alkyne_to_alkene	alkyne	[A:1]=[A:2]		C(#CC)C>>C(C)=CC	C#C -> C=C (Lindlar)
54	alkene_to_alkane	alkene	[A:1]-[A:2]		C(C)=CC>>C(C)CC	C=C -> C-C (H2/Pd)
55	alkene_to_alkane	terminal_alkene	[A:1]-[A:2]		C(CC)=C>>C(C)CC	C=C -> C-C (H2/Pd)
56	sulfoxide_to_thioether	sulfoxide	[A:1](-[A:3])-[A:4]		CS(=O)C>>CSC	RS(=O)R' -> RSR'; the oxygen goes
#
# ================================================================================================
# MULTI-COMPONENT, GROWN FROM FREQUENCY.  Appended and never inserted: an id is frozen, so a new row
# goes at the end and the sections above keep theirs.  The taxonomy sections above stop here.
# ================================================================================================
#
# --- the aryl electrophile: displacement, Cu-mediated coupling, cross-electrophile coupling -----
57	snar	aryl_fluoride,primary_alcohol	[A:1]-[A:101]-[A:102]		c1c(F)cccc1.C(C)O>>O(c1ccccc1)CC	Activated aryl fluoride displaced by a primary alcohol (SNAr)
58	snar	aryl_fluoride,secondary_alcohol	[A:1]-[A:101]-[A:102]		c1c(F)cccc1.C(C)(O)C>>c1(ccccc1)OC(C)C	Activated aryl fluoride displaced by a secondary alcohol (SNAr)
59	snar	aryl_fluoride,tertiary_alcohol	[A:1]-[A:101]-[A:102]		c1c(F)cccc1.C(C)(O)(C)C>>c1cccc(OC(C)(C)C)c1	Activated aryl fluoride displaced by a tertiary alcohol (SNAr)
60	snar	aryl_halide,primary_alcohol	[A:1]-[A:101]-[A:102]		c1c(Br)cccc1.C(C)O>>O(c1ccccc1)CC	Aryl halide displaced by a primary alcohol (SNAr)
61	snar	aryl_halide,secondary_alcohol	[A:1]-[A:101]-[A:102]		c1c(Br)cccc1.C(C)(O)C>>c1(ccccc1)OC(C)C	Aryl halide displaced by a secondary alcohol (SNAr)
62	snar	aryl_halide,tertiary_alcohol	[A:1]-[A:101]-[A:102]		c1c(Br)cccc1.C(C)(O)(C)C>>c1cccc(OC(C)(C)C)c1	Aryl halide displaced by a tertiary alcohol (SNAr)
63	snar	aryl_sulfonate,primary_alcohol	[A:1]-[A:101]-[A:102]		O=S(C(F)(F)F)(Oc1ccccc1)=O.C(C)O>>O(c1ccccc1)CC	Aryl sulfonate displaced by a primary alcohol (SNAr)
64	snar	aryl_sulfonate,secondary_alcohol	[A:1]-[A:101]-[A:102]		O=S(C(F)(F)F)(Oc1ccccc1)=O.C(C)(O)C>>c1(ccccc1)OC(C)C	Aryl sulfonate displaced by a secondary alcohol (SNAr)
65	snar	aryl_sulfonate,tertiary_alcohol	[A:1]-[A:101]-[A:102]		O=S(C(F)(F)F)(Oc1ccccc1)=O.C(C)(O)(C)C>>c1cccc(OC(C)(C)C)c1	Aryl sulfonate displaced by a tertiary alcohol (SNAr)
66	snar	aryl_fluoride,primary_amine	[A:1]-[A:101]-[A:102]		c1c(F)cccc1.C(C)N>>N(c1ccccc1)CC	Activated aryl fluoride displaced by a primary amine (SNAr)
67	snar	aryl_fluoride,primary_aniline	[A:1]-[A:101]-[A:102]		c1c(F)cccc1.c1c(N)cccc1>>c1(Nc2ccccc2)ccccc1	Activated aryl fluoride displaced by a primary aniline (SNAr)
68	snar	aryl_fluoride,secondary_amine	[A:1]-[A:101](-[A:102])-[A:103]		c1c(F)cccc1.CNC>>N(C)(c1ccccc1)C	Activated aryl fluoride displaced by a secondary amine (SNAr)
69	snar	aryl_fluoride,secondary_aniline	[A:1]-[A:101](-[A:102])-[A:103]		c1c(F)cccc1.c1cc(NC)ccc1>>c1cccc(c1)N(C)c1ccccc1	Activated aryl fluoride displaced by a secondary aniline (SNAr)
70	snar	aryl_fluoride,aziridine_nh	[A:1]-[A:101]		c1c(F)cccc1.C1NC1>>c1cc(ccc1)N1CC1	Activated aryl fluoride displaced by an aziridine NH (SNAr)
71	snar	aryl_fluoride,primary_amide	[A:1]-[A:101]-[A:102]=[A:103]		c1c(F)cccc1.C(N)=O>>c1cccc(NC=O)c1	Activated aryl fluoride displaced by a primary amide (SNAr)
72	snar	aryl_fluoride,secondary_amide	[A:1]-[A:101]-[A:102]=[A:103]		c1c(F)cccc1.C(NC)=O>>C(=O)N(C)c1ccccc1	Activated aryl fluoride displaced by a secondary amide (SNAr)
73	snar	aryl_fluoride,phenol	[A:1]-[A:101]-[A:102]		c1c(F)cccc1.c1c(O)cccc1>>c1(Oc2ccccc2)ccccc1	Activated aryl fluoride displaced by a phenol (SNAr)
74	snar	aryl_fluoride,thiol	[A:1]-[A:101]-[A:102]		c1c(F)cccc1.C(C)S>>S(c1ccccc1)CC	Activated aryl fluoride displaced by an alkyl thiol (SNAr)
# --- cross-electrophile coupling, where both partners are electrophiles -------------------------
75	xec	aryl_halide,alkyl_halide	[A:1]-[A;&1:101]		c1c(Br)cccc1.CCC(Br)C>>c1cc(ccc1)[C@H](C)CC |&1:6|	Aryl halide and alkyl halide coupled (cross-electrophile)
76	xec	aryl_sulfonate,alkyl_halide	[A:1]-[A;&1:101]		O=S(C(F)(F)F)(Oc1ccccc1)=O.CCC(Br)C>>c1cc(ccc1)[C@H](C)CC |&1:6|	Aryl sulfonate and alkyl halide coupled (cross-electrophile)
# --- aryl-O and aryl-S coupling -----------------------------------------------------------------
77	ullmann_phenol	aryl_halide,phenol	[A:1]-[A:101]-[A:102]		c1c(Br)cccc1.c1c(O)cccc1>>c1(Oc2ccccc2)ccccc1	Aryl halide and a phenol, giving the diaryl ether (Ullmann)
78	ullmann_phenol	aryl_sulfonate,phenol	[A:1]-[A:101]-[A:102]		O=S(C(F)(F)F)(Oc1ccccc1)=O.c1c(O)cccc1>>c1(Oc2ccccc2)ccccc1	Aryl sulfonate and a phenol, giving the diaryl ether (Ullmann)
79	thioetherification	aryl_halide,thiol	[A:1]-[A:101]-[A:102]		c1c(Br)cccc1.C(C)S>>S(c1ccccc1)CC	Aryl halide and a thiol, giving the aryl thioether
80	thioetherification	aryl_halide,aryl_thiol	[A:1]-[A:101]-[A:102]		c1c(Br)cccc1.c1c(S)cccc1>>c1(Sc2ccccc2)ccccc1	Aryl halide and an aryl thiol, giving the diaryl thioether
81	thioetherification	aryl_sulfonate,thiol	[A:1]-[A:101]-[A:102]		O=S(C(F)(F)F)(Oc1ccccc1)=O.C(C)S>>S(c1ccccc1)CC	Aryl sulfonate and a thiol, giving the aryl thioether
82	thioetherification	aryl_sulfonate,aryl_thiol	[A:1]-[A:101]-[A:102]		O=S(C(F)(F)F)(Oc1ccccc1)=O.c1c(S)cccc1>>c1(Sc2ccccc2)ccccc1	Aryl sulfonate and an aryl thiol, giving the diaryl thioether
# --- the lactam oxygen as the nucleophile -------------------------------------------------------
# `azinone` numbers a ring atom besides the O, so these product sides restate it with the bond it
# already has: a product naming only the O deletes it and opens the ring.
83	snar	aryl_fluoride,azinone	[A:1]-[A:101]-[A:102](-[A:103])=[A:104]		c1c(F)cccc1.C1(Nc2c(C=C1)cccc2)=O>>n1c2c(cccc2)ccc1Oc1ccccc1	Activated aryl fluoride displaced by the lactam O of an azinone, giving the O-aryl azine (SNAr)
84	ullmann_phenol	aryl_halide,azinone	[A:1]-[A:101]-[A:102](-[A:103])=[A:104]		c1c(Br)cccc1.C1(Nc2c(C=C1)cccc2)=O>>n1c2c(cccc2)ccc1Oc1ccccc1	Aryl halide and the lactam O of an azinone, giving the O-aryl azine (Ullmann)
85	ullmann_phenol	aryl_sulfonate,azinone	[A:1]-[A:101]-[A:102](-[A:103])=[A:104]		O=S(C(F)(F)F)(Oc1ccccc1)=O.C1(Nc2c(C=C1)cccc2)=O>>n1c2c(cccc2)ccc1Oc1ccccc1	Aryl sulfonate and the lactam O of an azinone, giving the O-aryl azine (Ullmann)
#
# --- the metal-mediated C-C couplings, by the nucleophilic partner ------------------------------
86	stille	aryl_halide,aryl_stannane	[A:1]-[A:101]		c1c(Br)cccc1.c1(ccccc1)[Sn](C)(C)C>>c1cc(-c2ccccc2)ccc1	Aryl halide and an aryl stannane, giving the biaryl (Stille)
87	stille	aryl_halide,alkenyl_stannane	[A:1]-[A@=:101]=[A:102]		c1c(Br)cccc1.C/C=C/[Sn](C)(C)C>>c1cccc(/C=C/C)c1	Aryl halide and an alkenyl stannane, giving the styrene (Stille)
